OBJECTID,LAND_CLASS,CT_LEGEND,STATE_COD,STATE_NAME,CNTY_FIELD,CNTY_COD,CNTY_NAME,TOWN_FIELD,TOWN_NAME,LABEL_FLAG,MAP_LABEL,CT_LABEL_Y,CT_LABEL_N,SHAPE_Length,SHAPE_Area
172,Land,Other States,MA,Massachusetts,FIPS-COUNTY,15,Hampshire,TOWN-ID,Belchertown,True,Belchertown, ,Belchertown,0.650024279560427,0.0156371061517093
173,Land,Other States,MA,Massachusetts,FIPS-COUNTY,3,Berkshire,TOWN-ID,Stockbridge,True,Stockbridge, ,Stockbridge,0.332496352230481,0.00669683439368678
174,Land,Other States,MA,Massachusetts,FIPS-COUNTY,3,Berkshire,TOWN-ID,West Stockbridge,True,West Stockbridge, ,West Stockbridge,0.333424393648729,0.00527938616168103
175,Land,Other States,MA,Massachusetts,FIPS-COUNTY,15,Hampshire,TOWN-ID,Ware,True,Ware, ,Ware,0.612064123828317,0.0113020782608753
176,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Paxton,True,Paxton, ,Paxton,0.343131558207313,0.00437693867580456
177,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Worcester,True,Worcester, ,Worcester,0.443317166497854,0.0108639987340867
178,Land,Other States,MA,Massachusetts,FIPS-COUNTY,15,Hampshire,TOWN-ID,Huntington,True,Huntington, ,Huntington,0.400933272351501,0.00758002970865748
179,Land,Other States,MA,Massachusetts,FIPS-COUNTY,13,Hamden,TOWN-ID,Chester,True,Chester, ,Chester,0.393477423372922,0.0105005944559508
180,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Millbury,True,Millbury, ,Millbury,0.340737476031466,0.0046401435673407
181,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Brookfield,True,Brookfield, ,Brookfield,0.33770024488615,0.00468073167636791
182,Land,Other States,MA,Massachusetts,FIPS-COUNTY,21,Norfolk,TOWN-ID,Canton,True,Canton, ,Canton,0.254180108429697,0.00203719557238746
183,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Upton,True,Upton, ,Upton,0.377773364021801,0.00615227577275161
184,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Auburn,True,Auburn, ,Auburn,0.262405832036882,0.00464447408889646
185,Land,Other States,MA,Massachusetts,FIPS-COUNTY,13,Hamden,TOWN-ID,Ludlow,True,Ludlow, ,Ludlow,0.395725024955499,0.0079986485682747
186,Land,Other States,NY,New York,CNTYCODE,37,Putnam,SWIS,Southeast,True,Southeast, ,Southeast,0.405210984026979,0.00978049435598232
187,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.00248388367057262,3.05116920990538e-07
188,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.00663974642229435,1.53755536100685e-06
189,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.00245917541825625,2.91669909366534e-07
190,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.00225265494043309,3.16393481178051e-07
191,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.00125355682115405,7.7378752517344e-08
192,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000528545324944762,1.92865405085015e-08
193,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000529874345111944,1.5420600262646e-08
194,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00052796014555184,1.92602831785443e-08
195,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000466594972368998,1.44995154870118e-08
196,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.0280864519677864,1.75367614350117e-05
197,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000450581036936157,1.38859716693019e-08
198,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.0046551129489426,5.60410915357822e-07
199,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000615629439424409,2.78855369801389e-08
200,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000497462519156677,1.49237586078049e-08
201,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000919398096665648,4.54591023746343e-08
202,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.000876641201795016,3.9843866061208e-08
203,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000965965215009181,6.00301907392806e-08
204,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000617347459310589,2.60102581697233e-08
205,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,New Haven,False, , , ,0.000869730255645363,4.2267651694136e-08
206,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000746651065722128,3.98382475506499e-08
207,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,New Haven,False, , , ,0.000936208805183295,5.13057635566302e-08
208,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00433071767608627,1.05392339007544e-06
209,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000452567859503055,1.39996731258406e-08
210,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00103778850083308,8.06954772443411e-08
211,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000377179793142166,9.28030734920861e-09
212,Land,Other States,MA,Massachusetts,FIPS-COUNTY,17,Middlesex,TOWN-ID,Natick,True,Natick, ,Natick,0.315742287275491,0.00451726599475999
213,Land,Other States,MA,Massachusetts,FIPS-COUNTY,3,Berkshire,TOWN-ID,Becket,True,Becket, ,Becket,0.526924860744392,0.013514717163176
214,Land,Other States,MA,Massachusetts,FIPS-COUNTY,21,Norfolk,TOWN-ID,Wellesley,True,Wellesley, ,Wellesley,0.27467534437584,0.00296964338631145
215,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Shrewsbury,True,Shrewsbury, ,Shrewsbury,0.337915349084098,0.00614210411122088
216,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Southborough,True,Southborough, ,Southborough,0.293241051988443,0.0044016548050802
217,Land,Other States,NY,New York,CNTYCODE,19,Greene,SWIS,Athens,True,Athens, ,Athens,0.427723481951001,0.00817511477554692
218,Land,Other States,MA,Massachusetts,FIPS-COUNTY,21,Norfolk,TOWN-ID,Needham,True,Needham, ,Needham,0.311219392074717,0.00360452966763688
219,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Spencer,True,Spencer, ,Spencer,0.405866335427642,0.00959558449416751
220,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Westborough,True,Westborough, ,Westborough,0.384301953067464,0.00606074049908238
221,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,North Brookfield,True,North Brookfield, ,North Brookfield,0.330037258298084,0.00621197875989998
222,Land,Other States,MA,Massachusetts,FIPS-COUNTY,15,Hampshire,TOWN-ID,Granby,True,Granby, ,Granby,0.356296292141298,0.00794078750658903
223,Land,Other States,MA,Massachusetts,FIPS-COUNTY,15,Hampshire,TOWN-ID,South Hadley,True,South Hadley, ,South Hadley,0.351500131675518,0.00521750283476173
224,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,West Brookfield,True,West Brookfield, ,West Brookfield,0.440974315709089,0.0059629988299763
225,Land,Other States,MA,Massachusetts,FIPS-COUNTY,3,Berkshire,TOWN-ID,Alford,True,Alford, ,Alford,0.254518695804015,0.0032556129058201
226,Land,Other States,NY,New York,CNTYCODE,19,Greene,SWIS,Jewett,True,Jewett, ,Jewett,0.171847891170703,0.00154753241023838
227,Land,Other States,MA,Massachusetts,FIPS-COUNTY,17,Middlesex,TOWN-ID,Ashland,True,Ashland, ,Ashland,0.281603756186277,0.00363789660395481
228,Land,Other States,NY,New York,CNTYCODE,10,Columbia,SWIS,Greenport,True,Greenport, ,Greenport,0.521120350217928,0.00579036422088148
229,Land,Other States,MA,Massachusetts,FIPS-COUNTY,21,Norfolk,TOWN-ID,Dover,True,Dover, ,Dover,0.398224535016023,0.00436055847403806
230,Land,Other States,MA,Massachusetts,FIPS-COUNTY,15,Hampshire,TOWN-ID,Easthampton,True,Easthampton, ,Easthampton,0.361777325972336,0.00384468703301099
231,Land,Other States,MA,Massachusetts,FIPS-COUNTY,21,Norfolk,TOWN-ID,Dedham,True,Dedham, ,Dedham,0.276356828871331,0.0030076624297602
232,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Leicester,True,Leicester, ,Leicester,0.332024415606997,0.00696067160409884
233,Land,Other States,MA,Massachusetts,FIPS-COUNTY,3,Berkshire,TOWN-ID,Tyringham,True,Tyringham, ,Tyringham,0.307950456142544,0.0053278096409837
234,Land,Other States,NY,New York,CNTYCODE,10,Columbia,SWIS,Claverack,True,Claverack, ,Claverack,0.542065704630148,0.013547113324749
235,Land,Other States,MA,Massachusetts,FIPS-COUNTY,13,Hamden,TOWN-ID,Holyoke,True,Holyoke, ,Holyoke,0.409510436584866,0.00643517355111984
236,Land,Other States,NY,New York,CNTYCODE,19,Greene,SWIS,Catskill,True,Catskill, ,Catskill,0.63604999164145,0.0180836216256496
237,Land,Other States,MA,Massachusetts,FIPS-COUNTY,17,Middlesex,TOWN-ID,Sherborn,True,Sherborn, ,Sherborn,0.323023851886146,0.00455869937565928
238,Land,Other States,MA,Massachusetts,FIPS-COUNTY,15,Hampshire,TOWN-ID,Southampton,True,Southampton, ,Southampton,0.463322721599164,0.00817572220094856
239,Land,Other States,NY,New York,CNTYCODE,10,Columbia,SWIS,Hillsdale,True,Hillsdale, ,Hillsdale,0.481653816975926,0.0135340447340104
240,Land,Other States,MA,Massachusetts,FIPS-COUNTY,17,Middlesex,TOWN-ID,Hopkinton,True,Hopkinton, ,Hopkinton,0.389969437426013,0.00787315365712753
241,Land,Other States,MA,Massachusetts,FIPS-COUNTY,21,Norfolk,TOWN-ID,Westwood,True,Westwood, ,Westwood,0.306705268901423,0.00315017824233318
242,Land,Other States,NY,New York,CNTYCODE,10,Columbia,SWIS,Hudson,True,Hudson, ,Hudson,0.122539198298161,0.000649678304183253
243,Land,Other States,MA,Massachusetts,FIPS-COUNTY,3,Berkshire,TOWN-ID,Great Barrington,True,Great Barrington, ,Great Barrington,0.514896403903773,0.0129331457103222
244,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Grafton,True,Grafton, ,Grafton,0.348694945283908,0.00658875871211392
245,Land,Other States,MA,Massachusetts,FIPS-COUNTY,3,Berkshire,TOWN-ID,Otis,True,Otis, ,Otis,0.525453809398271,0.0107513372275925
246,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Warren,True,Warren, ,Warren,0.362765870047415,0.00780058860582388
247,Land,Other States,MA,Massachusetts,FIPS-COUNTY,13,Hamden,TOWN-ID,Blandford,True,Blandford, ,Blandford,0.48708523886411,0.0150963390126103
248,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,East Brookfield,True,East Brookfield, ,East Brookfield,0.262337400844973,0.00293475519848924
249,Land,Other States,NY,New York,CNTYCODE,19,Greene,SWIS,Hunter,True,Hunter, ,Hunter,0.380852820833928,0.00802297245472986
250,Land,Other States,MA,Massachusetts,FIPS-COUNTY,13,Hamden,TOWN-ID,Palmer,True,Palmer, ,Palmer,0.541184767500882,0.00903585427133305
251,Land,Other States,MA,Massachusetts,FIPS-COUNTY,17,Middlesex,TOWN-ID,Holliston,True,Holliston, ,Holliston,0.362296821509588,0.00537727942373906
252,Land,Other States,MA,Massachusetts,FIPS-COUNTY,13,Hamden,TOWN-ID,Montgomery,True,Montgomery, ,Montgomery,0.30247084845644,0.00424808133299752
253,Land,Other States,MA,Massachusetts,FIPS-COUNTY,3,Berkshire,TOWN-ID,Monterey,True,Monterey, ,Monterey,0.361929665808878,0.00772729788833051
254,Land,Other States,MA,Massachusetts,FIPS-COUNTY,21,Norfolk,TOWN-ID,Medfield,True,Medfield, ,Medfield,0.356486374325564,0.00413419174852389
255,Land,Other States,MA,Massachusetts,FIPS-COUNTY,21,Norfolk,TOWN-ID,Norwood,True,Norwood, ,Norwood,0.255192610170118,0.00295339167695526
256,Land,Other States,MA,Massachusetts,FIPS-COUNTY,13,Hamden,TOWN-ID,Russell,True,Russell, ,Russell,0.317117228770409,0.005051006401605
257,Land,Other States,MA,Massachusetts,FIPS-COUNTY,3,Berkshire,TOWN-ID,Egremont,True,Egremont, ,Egremont,0.343462999521139,0.00533132920221215
258,Land,Other States,MA,Massachusetts,FIPS-COUNTY,13,Hamden,TOWN-ID,Chicopee,True,Chicopee, ,Chicopee,0.366925273006282,0.00674157442820116
259,Land,Other States,MA,Massachusetts,FIPS-COUNTY,21,Norfolk,TOWN-ID,Walpole,True,Walpole, ,Walpole,0.387604114933257,0.00595434165901475
260,Land,Other States,MA,Massachusetts,FIPS-COUNTY,21,Norfolk,TOWN-ID,Millis,True,Millis, ,Millis,0.292728348412308,0.00346509106206676
261,Land,Other States,NY,New York,CNTYCODE,10,Columbia,SWIS,Livingston,True,Livingston, ,Livingston,0.541329024960499,0.0109845421951742
262,Land,Other States,MA,Massachusetts,FIPS-COUNTY,13,Hamden,TOWN-ID,Westfield,True,Westfield, ,Westfield,0.490814337608564,0.0133525632581372
263,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Milford,True,Milford, ,Milford,0.292469781158684,0.00423798348040418
264,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Sutton,True,Sutton, ,Sutton,0.497378125879418,0.00960593638525182
265,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Oxford,True,Oxford, ,Oxford,0.46284357939309,0.00773245217119909
266,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Charlton,True,Charlton, ,Charlton,0.486179963541219,0.0124157897389134
267,Land,Other States,NY,New York,CNTYCODE,10,Columbia,SWIS,Germantown,True,Germantown, ,Germantown,0.29179248798033,0.0039204054426236
268,Land,Other States,MA,Massachusetts,FIPS-COUNTY,3,Berkshire,TOWN-ID,Sandisfield,True,Sandisfield, ,Sandisfield,0.536375868780598,0.0149361550834122
269,Land,Other States,NY,New York,CNTYCODE,10,Columbia,SWIS,Taghkanic,True,Taghkanic, ,Taghkanic,0.472702193360772,0.0112992392724279
270,Land,Other States,MA,Massachusetts,FIPS-COUNTY,21,Norfolk,TOWN-ID,Medway,True,Medway, ,Medway,0.291198847342059,0.00329027332000781
271,Land,Other States,MA,Massachusetts,FIPS-COUNTY,13,Hamden,TOWN-ID,Wilbraham,True,Wilbraham, ,Wilbraham,0.375691735698676,0.00627689373273396
272,Land,Other States,MA,Massachusetts,FIPS-COUNTY,13,Hamden,TOWN-ID,Brimfield,True,Brimfield, ,Brimfield,0.45310462908836,0.00995135915239376
273,Land,Other States,NY,New York,CNTYCODE,10,Columbia,SWIS,Copake,True,Copake, ,Copake,0.452981747158051,0.0118666849736824
274,Land,Other States,NY,New York,CNTYCODE,51,Ulster,SWIS,Saugerties,True,Saugerties, ,Saugerties,0.605702402798341,0.0191813286770919
275,Land,Other States,MA,Massachusetts,FIPS-COUNTY,21,Norfolk,TOWN-ID,Sharon,True,Sharon, ,Sharon,0.358916919392204,0.00675548821071452
276,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Sturbridge,True,Sturbridge, ,Sturbridge,0.49514663766726,0.0109786163848276
277,Land,Other States,MA,Massachusetts,FIPS-COUNTY,21,Norfolk,TOWN-ID,Stoughton,True,Stoughton, ,Stoughton,0.0875082755341908,0.000184305346818024
278,Land,Other States,MA,Massachusetts,FIPS-COUNTY,3,Berkshire,TOWN-ID,New Marlborough,True,New Marlborough, ,New Marlborough,0.489308076187814,0.0134999646385201
279,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Northbridge,True,Northbridge, ,Northbridge,0.331063411243898,0.00509590281181809
280,Land,Other States,MA,Massachusetts,FIPS-COUNTY,27,Worcester,TOWN-ID,Hopedale,True,Hopedale, ,Hopedale,0.210145341177739,0.00150038226845898
281,Land,Other States,MA,Massachusetts,FIPS-COUNTY,13,Hamden,TOWN-ID,West Springfield,True,West Springfield, ,West Springfield,0.360244134473729,0.00493388886973358
282,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.000691794295044747,2.91250153478668e-08
283,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000649052369747342,2.15757599621464e-08
284,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.0138933761275182,4.65161804059889e-06
285,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000545173022343038,2.10238856669754e-08
286,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00145860198770913,1.27331311882425e-07
287,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000448642757292062,1.45117128194806e-08
288,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00043070008839155,1.11549465810964e-08
289,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000451986483790239,1.46405359419185e-08
290,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000544256473022353,2.00161857842173e-08
291,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00866275020692705,2.20565024789971e-06
292,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000484416733532943,1.65358091987438e-08
293,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000559329092252841,2.25380554423749e-08
294,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000570871154108538,1.98119624807584e-08
295,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000460882173628722,1.18339657788407e-08
296,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00102415707689164,6.90050865662632e-08
297,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000370227049556147,8.55858436357488e-09
298,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000836893393753426,4.15448254986897e-08
299,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000542671452748191,2.11062140017206e-08
300,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000883497107883109,3.56414966925969e-08
301,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.0107360914716682,3.59289655496981e-06
302,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000342588414534342,7.36871174219267e-09
303,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000392841273310857,1.02830249565895e-08
304,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000376217278976345,9.63361473707234e-09
305,Land,Other States,NY,New York,CNTYCODE,39,Rockland,SWIS,Haverstraw,True,Haverstraw, ,Haverstraw,0.432057071415596,0.00575272788310871
306,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000452304915543903,1.38012636718846e-08
307,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00215793667973154,2.18611116797707e-07
308,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00208103086411793,2.62726166786409e-07
309,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00129232595626341,5.97605946979204e-08
310,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.000309211122530634,6.3873883689944e-09
311,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.0003934467853753,9.76211977780736e-09
312,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,Mamaroneck,False, , , ,0.0018905860871412,1.78038882128916e-07
313,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,Mamaroneck,False, , , ,0.000886059496053562,4.2341039250547e-08
314,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,Mamaroneck,False, , , ,0.00142444706658307,9.63383314507911e-08
315,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,Rye,False, , , ,0.00062513594401758,2.54736333165774e-08
316,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,Rye,False, , , ,0.000792971548372058,3.45469191317738e-08
317,Land,Other States,NJ,New Jersey,FIPSCO,3,Bergen,KEY,Bergenfield borough,True,Bergenfield borough, ,Bergenfield borough,0.130330504865408,0.000808735278377076
318,Land,Other States,NJ,New Jersey,FIPSCO,3,Bergen,KEY,Tenafly borough,True,Tenafly borough, ,Tenafly borough,0.167016232843531,0.00126076948893017
319,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,Rye,False, , , ,0.00234257170118925,2.28979444063341e-07
320,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,Rye,False, , , ,0.000540660341978293,1.99117140454149e-08
321,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,Rye,False, , , ,0.000430922624758718,1.31439844321349e-08
322,Land,Other States,MA,Massachusetts,FIPS-COUNTY,13,Hamden,TOWN-ID,Springfield,True,Springfield, ,Springfield,0.438448488341701,0.00932840288829811
323,Land,Other States,MA,Massachusetts,FIPS-COUNTY,13,Hamden,TOWN-ID,Monson,True,Monson, ,Monson,0.464538314667969,0.0126245962559594
324,Land,Other States,MA,Massachusetts,FIPS-COUNTY,3,Berkshire,TOWN-ID,Sheffield,True,Sheffield, ,Sheffield,0.51297772322577,0.0136897360270434
